EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
02-239;102239;;;01;Tarapacá;01;SEREMI de Salud de Tarapacá;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Wallace Ltda.;No Aplica;Privado;Secundario;01101;Iquique;Calle;973;Latorre;572214743;01-01-2009;NO;No Aplica;No Aplica;;;Fuerzas Armadas y de Orden;Cerrado;;;;22-12-2014
02-401;102401;;;01;Tarapacá;02;Servicio de Salud Tarapacá;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Huara;No Aplica;Municipal;Primario;01404;Huara;Calle;;Eleuterio Ramírez s/n, Aldea de Huara;;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;18-11-2011
02-404;102404;;;01;Tarapacá;02;Servicio de Salud Tarapacá;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Camiña;No Aplica;Municipal;Primario;01402;Camiña;Calle;;Caserío de Camiña;;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;18-11-2011
02-405;102405;;;01;Tarapacá;02;Servicio de Salud Tarapacá;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Colchane;No Aplica;Municipal;Primario;01403;Colchane;Calle;;Sector Colchane;;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;18-11-2011
03-105;103105;;;02;Antofagasta;03;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diagnóstico y Terapeútico;Establecimiento de Salud;Centro Oncológico Ambulatorio;No Aplica;Servicio de Salud;Secundario;02101;Antofagasta;Calle;10255;Los Pumas;552655909;05-10-2010;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;16-03-2018
03-253;103253;;;02;Antofagasta;02;SEREMI de Salud de Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica de la Familia El Loa;No Aplica;Privado;Secundario;02201;Calama;Calle;1631;Juan Bautista Herrada;552424803;01-01-2009;NO;;;;;Privado;Cerrado;;;;30-09-2012
03-350;103350;;;02;Antofagasta;03;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Referencia de Salud (CRS);Establecimiento de Salud;Centro Asistencial Norte (CAN);No Aplica;Servicio de Salud;Secundario;02101;Antofagasta;Calle;10255;Los Pumas;552554000;05-10-2010;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;16-03-2018
04-246;104246;;;03;Atacama;03;SEREMI de Salud de Atacama;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Diagnolab;No Aplica;Privado;Secundario;03101;Copiapó;Calle;484;Colipí;522217272;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;19-03-2018
04-248;104248;;;03;Atacama;03;SEREMI de Salud de Atacama;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Coprese;No Aplica;Privado;Secundario;03301;Vallenar;Calle;536;San Ambrosio;512616780;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;01-01-2018
04-250;104250;;;03;Atacama;03;SEREMI de Salud de Atacama;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clinimed;No Aplica;Privado;Secundario;03101;Copiapó;Calle;483;Rodríguez;522217543;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;01-01-2015
04-254;104254;;;03;Atacama;03;SEREMI de Salud de Atacama;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diálisis;Establecimiento de Salud;Centro de Diálisis Curanilahue;No Aplica;Privado;Secundario;03101;Copiapó;Pasaje;572;El Pino;522366953;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;Mediana Complejidad;;;09-02-2015
05-238;105238;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Vacunatorio La Serena;No Aplica;Privado;Primario;04101;La Serena;Calle;1015;Balmaceda;;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;22-12-2014
05-261;105261;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Arauco;No Aplica;Privado;Secundario;04102;Coquimbo;Calle;60;Dr. Marín;512673229;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;04-07-2017
05-262;105262;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Regional Coquimbo;No Aplica;Privado;Secundario;04102;Coquimbo;Calle;;Eleuterio Ramírez;512670000;01-01-2009;NO;;;;;Privado;Cerrado;;;;28-12-2017
05-406;105406;;;04;Coquimbo;05;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Pan de Azúcar;No Aplica;Municipal;Primario;04102;Coquimbo;Calle;;Santa Filomena;512241260;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;17-01-2019
05-420;105420;;;04;Coquimbo;05;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Limarí;No Aplica;Municipal;Primario;04301;Ovalle;Calle;;Camino Público Limarí;532632793;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;01-09-2017
05-502;105502;;;04;Coquimbo;05;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Calingasta;No Aplica;Municipal;Primario;04106;Vicuña;Calle;133;Miraflores;;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;17-01-2019
08-400;108400;;;05;Valparaíso;08;Servicio de Salud Aconcagua;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Lo Calvo;No Aplica;Municipal;Primario;05304;San Esteban;Calle;;Lo Camus;;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;23-08-2011
10-450;110450;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Pomaire;No Aplica;Municipal;Primario;13501;Melipilla;Pasaje;;18 de Septiembre (frente plazoleta), Pueblo Pomaire;;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;12-12-2012
10-480;110480;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural San Pedro;No Aplica;Municipal;Primario;13505;San Pedro;Avenida;;Hermosilla, Aldea San Pedro;;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;12-12-2012
10-500;110500;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Villa Alhué;No Aplica;Municipal;Primario;13502;Alhué;Calle;;21 de Mayo;;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;12-12-2012
11-215;111215;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Las Violetas;No Aplica;Privado;Secundario;13101;Santiago;Calle;344;Argomedo;226348991;01-01-2009;NO;;;;;Privado;Cerrado;;;;31-12-2014
11-223;111223;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Psiquiatrica España;No Aplica;Privado;Secundario;13101;Santiago;Avenida;665;España;;01-01-2009;NO;;;;;Privado;Cerrado;;;;01-06-2013
